Ticker,InstOwnerPercent,TotalShareHolders,TotalInstitutionalShares,OwnerNames,SharesHeldIndividual,SharesValueIndividualin1000,TotalSharesinMarketinMillions,TotalValueHoldingsin1000
ABC,67.50%,761,"148,284,816",FIDUCIARY MANAGEMENT INC /WI/,"5,664,090","533,671",220,"$13,971 "
ABC,67.50%,761,"148,284,816",JPMORGAN CHASE & CO,"5,363,429","505,342",220,"$13,971 "
ABC,67.50%,761,"148,284,816",FRANKLIN RESOURCES INC,"4,232,980","398,831",220,"$13,971 "
ABC,67.50%,761,"148,284,816",WELLS FARGO & COMPANY/MN,"3,726,377","351,099",220,"$13,971 "
ABC,67.50%,761,"148,284,816",UBS GROUP AG,"3,379,336","318,401",220,"$13,971 "
ABC,67.50%,761,"148,284,816",FIL LTD,"3,154,653","297,231",220,"$13,971 "
ABC,67.50%,761,"148,284,816",BURGUNDY ASSET MANAGEMENT LTD.,"2,698,948","254,295",220,"$13,971 "
ABC,67.50%,761,"148,284,816",NORTHERN TRUST CORP,"2,539,965","239,316",220,"$13,971 "
ABC,67.50%,761,"148,284,816","BEUTEL, GOODMAN & CO LTD.","2,374,727","223,747",220,"$13,971 "
ABC,67.50%,761,"148,284,816",BANK OF NEW YORK MELLON CORP,"2,314,273","218,051",220,"$13,971 "
ABC,67.50%,761,"148,284,816",JANUS HENDERSON GROUP PLC,"2,038,947","192,110",220,"$13,971 "
ABC,67.50%,761,"148,284,816",NEUBERGER BERMAN GROUP LLC,"1,963,265","184,979",220,"$13,971 "
ABC,67.50%,761,"148,284,816",HARDING LOEVNER LP,"1,649,023","155,371",220,"$13,971 "
ABC,67.50%,761,"148,284,816","CLEARBRIDGE INVESTMENTS, LLC","1,628,658","153,452",220,"$13,971 "
ABC,67.50%,761,"148,284,816","GEODE CAPITAL MANAGEMENT, LLC","1,608,076","151,513",220,"$13,971 "
ABC,67.50%,761,"148,284,816",ARTISAN PARTNERS LIMITED PARTNERSHIP,"1,449,235","136,547",220,"$13,971 "
ABC,67.50%,761,"148,284,816",INVESCO LTD.,"1,420,943","133,881",220,"$13,971 "
ABC,67.50%,761,"148,284,816",GOLDMAN SACHS GROUP INC,"1,343,956","126,628",220,"$13,971 "
ABC,67.50%,761,"148,284,816",TIAA CREF INVESTMENT MANAGEMENT LLC,"1,278,351","120,446",220,"$13,971 "
ABC,67.50%,761,"148,284,816",BANK OF AMERICA CORP /DE/,"1,200,344","113,096",220,"$13,971 "
ABC,67.50%,761,"148,284,816",JANUS CAPITAL MANAGEMENT LLC,"1,191,478","112,261",220,"$13,971 "
ABC,67.50%,761,"148,284,816","COHO PARTNERS, LTD.","1,127,784","106,260",220,"$13,971 "
ABC,67.50%,761,"148,284,816",ALLEN INVESTMENT MANAGEMENT LLC,"1,116,116","105,160",220,"$13,971 "
ABC,67.50%,761,"148,284,816",CITADEL ADVISORS LLC,"1,083,878","102,123",220,"$13,971 "
ABC,67.50%,761,"148,284,816","PERKINS INVESTMENT MANAGEMENT, LLC","1,081,602","101,909",220,"$13,971 "
ABC,67.50%,761,"148,284,816",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"1,075,943","101,375",220,"$13,971 "
ABC,67.50%,761,"148,284,816",OMERS ADMINISTRATION CORP,"1,066,670","100,502",220,"$13,971 "
ABC,67.50%,761,"148,284,816",LEGAL & GENERAL GROUP PLC,"985,677","92,870",220,"$13,971 "
ABC,67.50%,761,"148,284,816",DAVENPORT & CO LLC,"982,470","92,568",220,"$13,971 "
ABC,67.50%,761,"148,284,816",FMR LLC,"925,058","87,159",220,"$13,971 "
ABC,67.50%,761,"148,284,816","POINT72 ASSET MANAGEMENT, L.P.","914,579","86,172",220,"$13,971 "
ABC,67.50%,761,"148,284,816",ROYAL BANK OF CANADA,"858,092","80,849",220,"$13,971 "
ABC,67.50%,761,"148,284,816",SENTRY INVESTMENTS CORP.,"811,800","76,488",220,"$13,971 "
ABC,67.50%,761,"148,284,816",THOMPSON SIEGEL & WALMSLEY LLC,"809,015","76,225",220,"$13,971 "
ABC,67.50%,761,"148,284,816",SPF BEHEER BV,"797,372","75,128",220,"$13,971 "
ABC,67.50%,761,"148,284,816",MORNINGSTAR INVESTMENT SERVICES LLC,"793,937","74,805",220,"$13,971 "
ABC,67.50%,761,"148,284,816",DIMENSIONAL FUND ADVISORS LP,"789,102","74,349",220,"$13,971 "
ABC,67.50%,761,"148,284,816","VIRTUS FUND ADVISERS, LLC","787,525","74,201",220,"$13,971 "
ABC,67.50%,761,"148,284,816",SARASIN & PARTNERS LLP,"750,061","70,671",220,"$13,971 "
ABC,67.50%,761,"148,284,816",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"703,019","66,238",220,"$13,971 "
ABC,67.50%,761,"148,284,816",ALLIANZ ASSET MANAGEMENT GMBH,"688,796","64,898",220,"$13,971 "
ABT,71.58%,"1,686","1,245,949,087",VANGUARD GROUP INC,"131,801,606","7,732,800","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",BLACKROCK INC.,"106,634,653","6,256,255","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",STATE STREET CORP,"73,122,284","4,290,084","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",CAPITAL RESEARCH GLOBAL INVESTORS,"67,861,126","3,981,412","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",WELLINGTON MANAGEMENT GROUP LLP,"51,166,477","3,001,937","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"49,172,292","2,884,938","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",BANK OF NEW YORK MELLON CORP,"32,561,649","1,910,392","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",PRICE T ROWE ASSOCIATES INC /MD/,"27,638,230","1,621,535","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",NORTHERN TRUST CORP,"27,281,684","1,600,616","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",BANK OF AMERICA CORP /DE/,"22,928,451","1,345,212","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",WELLS FARGO & COMPANY/MN,"20,070,320","1,177,526","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",GOLDMAN SACHS GROUP INC,"17,378,264","1,019,583","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087","GEODE CAPITAL MANAGEMENT, LLC","17,262,334","1,012,781","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",JPMORGAN CHASE & CO,"16,815,042","986,539","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"15,924,418","934,286","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",PRIMECAP MANAGEMENT CO/CA/,"14,705,543","862,774","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",MACQUARIE GROUP LTD,"13,855,906","812,926","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",ALLIANCEBERNSTEIN L.P.,"12,563,564","737,104","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",FMR LLC,"12,358,628","725,081","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",FIL LTD,"11,689,383","685,816","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",TIAA CREF INVESTMENT MANAGEMENT LLC,"10,949,226","642,391","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",DIMENSIONAL FUND ADVISORS LP,"10,837,781","635,853","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",DIAMOND HILL CAPITAL MANAGEMENT INC,"10,559,736","619,540","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",INDEPENDENT FRANCHISE PARTNERS LLP,"10,023,328","588,069","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",FLOSSBACH VON STORCH AG,"9,080,680","532,763","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",AMERIPRISE FINANCIAL INC,"9,075,235","532,444","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",LEGAL & GENERAL GROUP PLC,"8,741,837","512,884","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",FRANKLIN RESOURCES INC,"8,607,690","505,013","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",MORGAN STANLEY,"8,450,251","495,776","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",JANUS HENDERSON GROUP PLC,"8,353,252","490,085","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",UBS ASSET MANAGEMENT AMERICAS INC,"8,162,248","478,879","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087","PNC FINANCIAL SERVICES GROUP, INC.","7,041,457","413,122","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"6,991,824","410,210","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",SWISS NATIONAL BANK,"6,606,088","387,579","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",PRUDENTIAL FINANCIAL INC,"5,432,159","318,705","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087","SUMITOMO MITSUI TRUST HOLDINGS, INC.","5,058,560","296,786","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"4,922,895","288,826","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087","GRANTHAM, MAYO, VAN OTTERLOO & CO. LLC","4,853,567","284,759","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087","LORD, ABBETT & CO. LLC","4,718,164","276,815","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",NEW YORK STATE COMMON RETIREMENT FUND,"4,697,968","275,630","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087","TEACHERS ADVISORS, LLC","4,595,834","269,638","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",MAIRS & POWER INC,"4,570,254","268,137","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087","THOMASPARTNERS, INC.","4,517,257","265,027","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",PRINCIPAL FINANCIAL GROUP INC,"4,441,849","260,603","1,741","$73,100 "
ABT,71.58%,"1,686","1,245,949,087",FAYEZ SAROFIM & CO,"4,315,515","253,191","1,741","$73,100 "
ACN,75.76%,"1,201","486,808,659",VANGUARD GROUP INC,"49,031,754","7,607,277",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"41,925,386","6,504,724",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",BLACKROCK INC.,"41,479,995","6,435,621",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",CAPITAL RESEARCH GLOBAL INVESTORS,"28,652,926","4,445,501",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",STATE STREET CORP,"24,112,113","3,740,994",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",WELLINGTON MANAGEMENT GROUP LLP,"19,163,455","2,973,210",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",JPMORGAN CHASE & CO,"13,338,009","2,069,392",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",MORGAN STANLEY,"13,236,887","2,053,703",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",BANK OF NEW YORK MELLON CORP,"11,892,307","1,845,091",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",NORTHERN TRUST CORP,"9,727,222","1,509,178",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",BANK OF AMERICA CORP /DE/,"7,736,382","1,200,300",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659","GEODE CAPITAL MANAGEMENT, LLC","7,057,947","1,095,040",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",FIDUCIARY MANAGEMENT INC /WI/,"6,801,867","1,055,310",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",UBS GROUP AG,"6,498,886","1,008,302",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",INDEPENDENT FRANCHISE PARTNERS LLP,"6,293,362","976,415",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",FMR LLC,"5,571,057","864,349",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",WCM INVESTMENT MANAGEMENT/CA,"5,280,182","819,220",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",POLEN CAPITAL MANAGEMENT LLC,"4,873,017","756,049",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",FRANKLIN RESOURCES INC,"4,782,710","742,037",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",GOLDMAN SACHS GROUP INC,"4,671,066","724,716",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",CAPITAL INTERNATIONAL INVESTORS,"4,670,977","724,702",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",WELLS FARGO & COMPANY/MN,"4,527,215","702,397",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",LAZARD ASSET MANAGEMENT LLC,"4,228,198","656,005",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",LEGAL & GENERAL GROUP PLC,"3,488,404","541,226",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",TIAA CREF INVESTMENT MANAGEMENT LLC,"3,290,664","510,547",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",FINDLAY PARK PARTNERS LLP,"3,222,829","500,022",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",PRICE T ROWE ASSOCIATES INC /MD/,"3,075,060","477,096",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",UBS ASSET MANAGEMENT AMERICAS INC,"2,755,625","427,535",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",JANUS CAPITAL MANAGEMENT LLC,"2,673,244","414,754",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",SWISS NATIONAL BANK,"2,616,817","405,999",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",JANUS HENDERSON GROUP PLC,"2,491,603","386,572",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"2,466,274","382,642",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659","GRANTHAM, MAYO, VAN OTTERLOO & CO. LLC","2,403,366","372,882",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",BT INVESTMENT MANAGEMENT LTD,"2,182,229","338,573",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",JENSEN INVESTMENT MANAGEMENT INC,"1,987,579","308,373",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",ROYAL BANK OF CANADA,"1,958,041","303,790",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",APG ASSET MANAGEMENT N.V.,"1,941,307","301,194",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",INVESCO LTD.,"1,935,048","300,223",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",PRUDENTIAL FINANCIAL INC,"1,921,077","298,055",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",NORDEA INVESTMENT MANAGEMENT AB,"1,864,123","289,219",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",NEW YORK STATE COMMON RETIREMENT FUND,"1,839,545","285,405",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",CREDIT AGRICOLE S A,"1,810,544","280,906",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,"1,675,018","259,879",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659","THOMASPARTNERS, INC.","1,631,969","253,200",643,"$75,528 "
ACN,75.76%,"1,201","486,808,659",AMERIPRISE FINANCIAL INC,"1,623,770","251,928",643,"$75,528 "
ADBE,89.73%,"1,142","441,107,679",FMR LLC,"36,121,960","6,947,698",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",BLACKROCK INC.,"34,574,699","6,650,098",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",VANGUARD GROUP INC,"34,532,621","6,642,004",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",PRIMECAP MANAGEMENT CO/CA/,"23,937,905","4,604,217",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",STATE STREET CORP,"18,744,176","3,605,255",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",BANK OF NEW YORK MELLON CORP,"13,007,053","2,501,777",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",JANUS CAPITAL MANAGEMENT LLC,"12,777,413","2,457,608",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",JPMORGAN CHASE & CO,"11,731,095","2,256,359",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",JANUS HENDERSON GROUP PLC,"11,098,716","2,134,727",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",JENNISON ASSOCIATES LLC,"10,749,470","2,067,553",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"6,480,093","1,246,381",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",POLEN CAPITAL MANAGEMENT LLC,"6,288,816","1,209,591",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",NORTHERN TRUST CORP,"6,273,395","1,206,625",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",BANK OF AMERICA CORP /DE/,"5,786,899","1,113,052",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","SANDS CAPITAL MANAGEMENT, LLC","5,629,146","1,082,710",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",AMERIPRISE FINANCIAL INC,"5,543,635","1,066,263",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","ARROWSTREET CAPITAL, LIMITED PARTNERSHIP","5,240,648","1,007,986",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","GEODE CAPITAL MANAGEMENT, LLC","5,031,935","967,842",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",UBS GROUP AG,"4,436,387","853,295",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",INVESCO LTD.,"4,278,154","822,860",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",WELLINGTON MANAGEMENT GROUP LLP,"4,178,662","803,724",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",GOLDMAN SACHS GROUP INC,"3,934,838","756,827",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",LONE PINE CAPITAL LLC,"3,931,896","756,261",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",ALLIANCEBERNSTEIN L.P.,"3,850,158","740,539",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","CLEARBRIDGE INVESTMENTS, LLC","3,811,366","733,078",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",TIAA CREF INVESTMENT MANAGEMENT LLC,"3,751,147","721,496",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",BROWN ADVISORY INC,"3,615,115","695,331",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",WADDELL & REED FINANCIAL INC,"3,536,959","680,299",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",UBS ASSET MANAGEMENT AMERICAS INC,"3,320,316","638,630",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","ARISTOTLE CAPITAL MANAGEMENT, LLC","3,179,765","611,596",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",CAPITAL WORLD INVESTORS,"3,000,000","577,020",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",WELLS FARGO & COMPANY/MN,"2,956,394","568,633",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","OPPENHEIMERFUNDS, INC.","2,798,395","538,243",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",AMERICAN CENTURY COMPANIES INC,"2,614,027","502,782",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","SUVRETTA CAPITAL MANAGEMENT, LLC","2,520,803","484,851",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",LEGAL & GENERAL GROUP PLC,"2,455,571","472,305",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",FRANKLIN RESOURCES INC,"2,333,915","448,905",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",PRUDENTIAL FINANCIAL INC,"2,167,611","416,918",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",ROYAL BANK OF CANADA,"1,910,165","367,401",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",SWISS NATIONAL BANK,"1,820,883","350,229",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",AMUNDI PIONEER ASSET MANAGEMENT INC,"1,810,617","348,254",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",DSM CAPITAL PARTNERS LLC,"1,788,981","344,093",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",MORGAN STANLEY,"1,764,648","339,412",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679","TEACHERS ADVISORS, LLC","1,667,993","320,822",492,"$84,843 "
ADBE,89.73%,"1,142","441,107,679",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"1,664,315","320,114",492,"$84,843 "
ADI,86.30%,863,"321,601,102",VANGUARD GROUP INC,"29,649,474","2,530,583",373,"$27,449 "
ADI,86.30%,863,"321,601,102",BLACKROCK INC.,"23,689,079","2,021,863",373,"$27,449 "
ADI,86.30%,863,"321,601,102",CAPITAL WORLD INVESTORS,"20,317,275","1,734,079",373,"$27,449 "
ADI,86.30%,863,"321,601,102",JPMORGAN CHASE & CO,"16,692,851","1,424,735",373,"$27,449 "
ADI,86.30%,863,"321,601,102",STATE STREET CORP,"14,008,334","1,195,611",373,"$27,449 "
ADI,86.30%,863,"321,601,102",WELLINGTON MANAGEMENT GROUP LLP,"12,649,447","1,079,630",373,"$27,449 "
ADI,86.30%,863,"321,601,102",FRANKLIN RESOURCES INC,"11,347,098","968,475",373,"$27,449 "
ADI,86.30%,863,"321,601,102",WELLS FARGO & COMPANY/MN,"8,742,697","746,189",373,"$27,449 "
ADI,86.30%,863,"321,601,102",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"7,880,659","672,614",373,"$27,449 "
ADI,86.30%,863,"321,601,102",FMR LLC,"7,874,004","672,046",373,"$27,449 "
ADI,86.30%,863,"321,601,102",MORGAN STANLEY,"7,020,763","599,222",373,"$27,449 "
ADI,86.30%,863,"321,601,102",CANTILLON CAPITAL MANAGEMENT LLC,"6,214,539","530,411",373,"$27,449 "
ADI,86.30%,863,"321,601,102",NORTHERN TRUST CORP,"5,436,055","463,967",373,"$27,449 "
ADI,86.30%,863,"321,601,102",PRIMECAP MANAGEMENT CO/CA/,"4,873,590","415,961",373,"$27,449 "
ADI,86.30%,863,"321,601,102",INVESCO LTD.,"4,762,083","406,444",373,"$27,449 "
ADI,86.30%,863,"321,601,102",CITADEL ADVISORS LLC,"4,567,037","389,797",373,"$27,449 "
ADI,86.30%,863,"321,601,102",NEUBERGER BERMAN GROUP LLC,"4,303,569","367,310",373,"$27,449 "
ADI,86.30%,863,"321,601,102",PRICE T ROWE ASSOCIATES INC /MD/,"4,296,307","366,690",373,"$27,449 "
ADI,86.30%,863,"321,601,102","FIRST PACIFIC ADVISORS, LLC","4,032,060","344,136",373,"$27,449 "
ADI,86.30%,863,"321,601,102","GEODE CAPITAL MANAGEMENT, LLC","3,877,238","330,922",373,"$27,449 "
ADI,86.30%,863,"321,601,102",CAPITAL INTERNATIONAL INVESTORS,"3,736,718","318,929",373,"$27,449 "
ADI,86.30%,863,"321,601,102",BANK OF AMERICA CORP /DE/,"3,370,918","287,708",373,"$27,449 "
ADI,86.30%,863,"321,601,102",GOLDMAN SACHS GROUP INC,"3,300,496","281,697",373,"$27,449 "
ADI,86.30%,863,"321,601,102","FIRST EAGLE INVESTMENT MANAGEMENT, LLC","3,155,919","269,358",373,"$27,449 "
ADI,86.30%,863,"321,601,102",BANK OF NEW YORK MELLON CORP,"3,084,108","263,229",373,"$27,449 "
ADI,86.30%,863,"321,601,102",WADDELL & REED FINANCIAL INC,"2,558,772","218,391",373,"$27,449 "
ADI,86.30%,863,"321,601,102",ALKEON CAPITAL MANAGEMENT LLC,"2,526,537","215,640",373,"$27,449 "
ADI,86.30%,863,"321,601,102",AMUNDI PIONEER ASSET MANAGEMENT INC,"2,030,425","173,297",373,"$27,449 "
ADI,86.30%,863,"321,601,102",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"1,854,791","158,306",373,"$27,449 "
ADI,86.30%,863,"321,601,102",LEGAL & GENERAL GROUP PLC,"1,847,662","157,698",373,"$27,449 "
ADI,86.30%,863,"321,601,102",RENAISSANCE TECHNOLOGIES LLC,"1,836,293","156,728",373,"$27,449 "
ADI,86.30%,863,"321,601,102",JENNISON ASSOCIATES LLC,"1,778,053","151,757",373,"$27,449 "
ADI,86.30%,863,"321,601,102",ARTISAN PARTNERS LIMITED PARTNERSHIP,"1,702,796","145,334",373,"$27,449 "
ADI,86.30%,863,"321,601,102",AMERICAN CENTURY COMPANIES INC,"1,683,434","143,681",373,"$27,449 "
ADI,86.30%,863,"321,601,102",LOOMIS SAYLES & CO L P,"1,673,819","142,860",373,"$27,449 "
ADI,86.30%,863,"321,601,102",FIERA CAPITAL CORP,"1,591,728","135,854",373,"$27,449 "
ADI,86.30%,863,"321,601,102","D. E. SHAW & CO., INC.","1,588,047","135,540",373,"$27,449 "
ADI,86.30%,863,"321,601,102",JANUS HENDERSON GROUP PLC,"1,562,661","133,373",373,"$27,449 "
ADI,86.30%,863,"321,601,102",CAPITAL RESEARCH GLOBAL INVESTORS,"1,477,140","126,074",373,"$27,449 "
ADI,86.30%,863,"321,601,102","PNC FINANCIAL SERVICES GROUP, INC.","1,431,797","122,204",373,"$27,449 "
ADI,86.30%,863,"321,601,102","VIRTUS FUND ADVISERS, LLC","1,420,751","121,261",373,"$27,449 "
ADI,86.30%,863,"321,601,102",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"1,400,026","119,492",373,"$27,449 "
ADI,86.30%,863,"321,601,102",SWISS NATIONAL BANK,"1,354,548","115,611",373,"$27,449 "
ADI,86.30%,863,"321,601,102",DEUTSCHE BANK AG\,"1,344,021","114,712",373,"$27,449 "
ADI,86.30%,863,"321,601,102",PRUDENTIAL PLC,"1,317,715","112,467",373,"$27,449 "
ADM,77.12%,749,"431,285,215",STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,"56,294,742","2,375,075",559,"$18,196 "
ADM,77.12%,749,"431,285,215",VANGUARD GROUP INC,"44,599,337","1,881,646",559,"$18,196 "
ADM,77.12%,749,"431,285,215",BLACKROCK INC.,"42,771,230","1,804,518",559,"$18,196 "
ADM,77.12%,749,"431,285,215",STATE STREET CORP,"32,652,718","1,377,618",559,"$18,196 "
ADM,77.12%,749,"431,285,215",MACQUARIE GROUP LTD,"16,130,008","680,525",559,"$18,196 "
ADM,77.12%,749,"431,285,215",PRICE T ROWE ASSOCIATES INC /MD/,"12,347,448","520,939",559,"$18,196 "
ADM,77.12%,749,"431,285,215",NORTHERN TRUST CORP,"10,258,547","432,808",559,"$18,196 "
ADM,77.12%,749,"431,285,215",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"9,551,851","402,993",559,"$18,196 "
ADM,77.12%,749,"431,285,215",VICTORY CAPITAL MANAGEMENT INC,"9,409,203","396,974",559,"$18,196 "
